,num_samples,gt_valid_ratio,pred_valid_ratio,em_ratio,can_smiles_match_ratio,inchikey_match_ratio,tanimoto_sim_mean,tanimoto_sim_std
Metrics,80.0,1.0,0.1875,0.0,0.0,0.0,0.05028181373991063,0.1512583514555102
